"latlon",name
55.73116237.664672,"Юг Пролетарской"
55.73118137.470493,"Golden Horse with White Feet"
55.73127737.739871,"МГГУ им.М.А.Шолохова"
55.73134537.505942,"Парк Победы"
55.73136737.834529,Шар
55.73138937.808476,"Восток Коптит Брикетами"
55.73145937.73222,"Церковь Троицы Живоначальной в Карачаровe"
55.73152137.437908,"Decorative Bird "
55.73165237.603291,"Я Люблю МОСКВУ"
55.73178937.656472,"krest'yanskaya zastava"
55.731837.463656,"Стыдливый Нудист Джон"
55.73191537.657676,"Bell Tower"
55.73193837.721716,"Памятник Защитникам Отечества"
55.7320137.471855,Львы
55.73202537.828932,"Строящаяся церковь"
55.73206637.627261,Дворник
55.73208937.617874,"Polyanka Business-Center"
55.73217437.589443,Dog
55.7324437.511883,"Храм св.вмч. Георгия Победоносца"
55.73245137.714202,"Фонтан Ананас"
55.73257537.6343,"Старообрядческая церковь"
55.73258237.737921,"Karacharovo Station"
55.73269637.580859,"Клейн Роман Иванович"
55.73280237.612801,"Дом Игумнова"
55.73283337.798486,"Playground "Kuskovo""
55.73283937.581686,"Памятник психиатру Корсакову С. С."
55.73286837.539184,"Древесный Кабан"
55.73298637.689014,"Скорбященская церковь"
55.73313837.667796,"65-й годовщине битвы под Москвой"
55.73324337.481077,"Фонтан В Кафе"
55.7332537.609379,"Граффити Виктории Семыкиной"
55.73327637.442523,"Жираф "
55.73330437.708729,"Граффити Пчёлы "
55.73331537.417377,Фонтан
55.73332137.39114,Isolux
55.73337437.600224,"Crimean Bridge"
55.73347637.587758,Яндекс.Лошадь
55.73349637.805312,Канал
55.73351937.61299,"Забор С Изразцами"
55.73359637.764367,"Станция Чухлинка"
55.73365337.84972,Медведик
55.73378837.793687,"Старые дубы"
55.73379137.401685,"3х Клумба"
55.73379137.440019,"Архитектура Москвы "
55.73382937.50042,"40a Graffiti"
55.73394837.463516,"Памятник Павшим в Великую Отечественную войну "
55.73399337.70202,"Платформа Калитники"
55.73402337.703378,"Фонтан У Калитников"
55.7340837.426207,"Храм Святой Преподобной Евфросинии Полоцкой"
55.73411937.510602,Цитадель
55.73413637.642626,"Влюбленные роботы"
55.73434137.557634,Беседка
55.73437537.406586,"Мемориальный Камень В Честь Молодогвардейцев"
55.73438237.596969,"Bridge Historical Plate"
55.73441537.347222,"Платформа Ромашково"
55.7345737.587612,"Шахматная Доска У Скамьи"
55.73457537.489421,Горка
55.73458537.848946,"Сафари в Новокосино"
55.73458737.345755,"Romashkovo Gate"
55.73462437.818386,Черепаха
55.73466637.670389,"Кинотеатр Победа"
55.73470137.467175,"Мазиловский Пруд"
55.73471437.515822,"Monument to the Heroes of the First World War"
55.73473637.595582,"Ancient Shield"
55.73479837.930655,"Они Сражались За Родину "
55.73490637.425012,"UFO Sity Earth"
55.73490837.437734,Сердце
55.73495137.517097,"Цветочные часы на Поклонной горе"
55.73495537.567624,Грифоны
55.73497937.810344,"Кусково - Грот"
55.73499537.576465,"Памятник Воинам Дальней Авиации"
55.7351837.846717,"Храм Всех Святых в Земле Российской Просиявших В Новокосино"
55.7352837.661457,"Детская Нефтяная Вышка "
55.73529837.64368,Ушаков
55.73534937.616147,"Acid Cat"
55.73538837.931915,Родник
55.73542237.34559,"Мемориал Погибшим В Великой Отечественной Войне"
55.73544837.604309,"Площадь Фонтанов"
55.7354637.411518,"Дом Культуры Зодчие"
55.7354837.632833,"Усадьба Бахрушина"
55.73548437.687365,"Барабаны На Всю Стену"
55.73562137.721395,"War Memorial"
55.73572737.642884,"Памятник Истории"
55.73589737.76379,"ЖД станция ПЕРОВО"
55.73601737.677837,"Камень в берёзовой аллее"
55.73608937.754632,"Вечный Огонь, Карачаево"
55.73620837.828977,"Управа района Вешняки"
55.7362437.815029,"Historic Police Car on Display"
55.7362537.454073,"Информационный стенд вход в парк 12"
55.73660437.694049,"Red Haired Woman"
55.73666837.676137,"Кот, которого и тут неплохо кормят"
55.73680937.527347,"Moscow WWII AA Systems"
55.73681637.434357,"Рисунок "
55.73681837.519941,"Триумфальная арка"
55.73682837.640135,"Зверев Мост"
55.73695137.581398,"Leo Tolstoy"
55.73702637.588809,"Жилой Дом Дворцового Ведомства."
55.73707937.53023,"Winnie the Pooh Mural"
55.737237.695619,НИИАС
55.7372837.807914,"Эрмитаж в Кусково"
55.73730337.622478,Фонтанчик
55.73731337.809467,"Екатерина Великая"
55.73739437.488657,"Еще Одна Клевая Беседка"
55.73750537.7027,"Граффити "Город И Цветы""
55.73750937.548805,Паровоз
55.73752737.619059,"Храм святителя Георгия Неокесарийского"
55.73757837.494149,"просто так"
55.73768337.623582,"Марфо-Мариинская Обитель Милосердия"
55.73769937.516008,Library
55.73771337.529337,"Фонтан во дворе"
55.73772337.869159,"Граффити "
55.73779837.849439,Рассвет
55.73786337.668047,"Фонтан В Таганском Парке"
55.73799937.641492,"Машина Времени от Interesni Kazki"
55.73810737.810301,"Kuskovo Estate"
55.73811237.767992,Мини-скалодром
55.73813537.717762,Sport-EX
55.73816737.660362,"Голубь МТТ"
55.73819137.611604,"Храм Николы в Голутвине"
55.7382337.670913,Монастырь
55.73827637.896858,Вазон
55.73832437.83637,"Лодка в Бухте"
55.7383437.855624,Велосипед
55.73835937.409078,"Кунцево Плаза"
55.73836337.817324,"Район Вешняки"
55.7384237.901973,Часовня
55.73846537.708088,"Граффити Розовый слон"
55.73851337.545463,"Арка рядом с метро Студенческа"
55.73854437.595348,"Остоженка 38"
55.73859437.524233,"Памятник Кутузову у Панорамы Бородинская Битва"
55.73863737.42019,"Children place"
55.73865537.608472,"Памятник Петру 1"
55.73873237.861328,"Морская Будка"
55.73879837.412303,"Kuntsevo Plaza Red"
55.73879837.582448,"Усадьба Смирнова Лопатиной"
55.73882737.7731,"Участникам восстания 1905 года"
55.73883537.423063,Совушка
55.73890637.624674,"Church of Saint Nicholas in Py"
55.73891737.671238,"монастырь святой Матроны"
55.73897137.832699,"Летящие Танки"
55.73898637.461197,Кувшин
55.73899137.577168,"дом Палибина"
55.73911837.602278,"Два единорога"
55.73916837.658799,"Розовый дом"
55.73937737.80144,"Камень Малый пруд"
55.73938537.933651,"Поклонный Крест"
55.73949737.652268,"Российский Футбольный Союз"
55.73950437.483014,"Метро Филевский Парк"
55.73960737.445201,"Олени В Лесу"
55.73970137.651796,Яшин
55.73971837.595365,"Ek Minar at Syrian Embassy"
55.73975837.428587,Кораблик
55.73977637.523452,"часовня Архистратига Михаила в"
55.73978837.495512,"Графити Рыбки В Аквариуме"
55.73991237.536081,"Monument to the Beginning of Construction of the 3rd Moscow Transport Ring"
55.7399537.83128,"Кабанчик Приуныл"
55.74002437.608909,"Bruce Lee Bar Graffity"
55.74004837.85599,"Граффити Орел"
55.74006837.611924,Рачелова
55.74032137.83173,Гопник
55.74045137.394052,"Medic Stadium"
55.74050337.482189,"Площадь Московско-Минской дивизии"
55.74050637.473312,Ваза
55.74055537.759444,"Бойцам ВКП(б)"
55.74058337.566662,"Garage Graffiti"
55.74070837.622356,Фонтан-картины
55.74077337.535217,"3 транспортное кольцо"
55.74079437.583885,"Original Shop"
55.74084337.775594,"Точка Любви к Москве"
55.74085837.627362,"The Church of St. Clement the Martyr"
55.74086637.629373,Коза
55.74087337.433615,"Lion Statue"
55.7408937.623077,"Доходный дом Кузнецова"
55.74101537.81903,"Auto Art"
55.74107237.631908,"Beautiful Building"
55.74107737.503828,"Second World War Memorial"
55.74108337.59194,"Памятник В.И.Сурикову"
55.74115837.610285,МХПИ-человечищще
55.74120337.663856,"Памятник в детском Таганском парке"
55.74120337.686738,"Граффити Рабочий и Колхозница"
55.74125637.415988,"Барон Фридрих Иероним фон Мюнхгаузен"
55.74134137.398484,"Горка Домик"
55.74145937.49497,Почта
55.74166137.499361,"Культурный центр Людмилы Рюминой"
55.74168237.879722,"Часовня Святого Николая"
55.74182337.72085,"Спортивный Комплекс"
55.74190537.893077,Колокол
55.74193737.785813,"Спортивная площадка"
55.7419437.782477,"Задумчивый Ленин"
55.74194637.700443,"Могила Саввы Морозова"
55.74198637.891441,"Часовня мученика Уара"
55.74202537.429703,"Детская Площадка У РБ"
55.74204537.720648,"Иван Ярыгин"
55.74211737.647063,"19 Century House"
55.74213837.716871,Беседочка
55.74221537.655066,"1945 - 2015"
55.74227637.650653,"Церковь в Котельниках"
55.74230337.416715,"Граффити Розовая Пантера"
55.74237137.755573,"Голубятня с граффити"
55.74237937.653599,"метро таганская"
55.74239537.677591,"Музей ретро-автомобилей"
55.74254337.672415,Качели-балансир
55.74257237.688793,Совы
55.74260237.885794,"Зомби Графити "
55.74261137.864321,"Фонтан с подсветкой"
55.74269837.726041,"Памятник Гендиректора Богучанской ГЭС"
55.74270337.56246,"95 лет RGS"
55.74275737.653807,"Театр На Таганке"
55.7427637.817408,"Златоглавый храм"
